objectid,parentid,title,creator,date,object type,description,subject,current location,former location,format,display_template,object_location,image_small,image_thumb,object_transcript,notes,@
id_0024,,Bride and Groom Leave Wedding,,1955-01-01,image,Bride and groom walk out of the church at 18th and Spring Garden Streets,Wedding; Fellowship; Portrait; Bride; Groom,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0024.png,/objects/small/id_0024.png,/objects/thumbs/id_0024.png,,,
id_0025,,Bride Poses with Couple,,1955-01-01,image,Bride poses with woman and Pastor Roberson,Wedding; Portrait; Bride,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0025.png,/objects/small/id_0025.png,/objects/thumbs/id_0025.png,,Couple posing with the bride are like Mr. and Mrs. Roberson,
id_0026,,Bride and Groom Pose with Ringbearer,,1955-01-01,image,"Bride and groom are surrounded with foliage in the sanctuary, and pose for a photograph with a young ringbearer",Wedding; Portrait; Bride; Groom,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0026.png,/objects/small/id_0026.png,/objects/thumbs/id_0026.png,,,
id_0027,,Group Roasts Hotdogs,,1965-12-11,image,A group roasts hotdogs around a campfire,Fellowship; Homecoming; Retreat,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0027.png,/objects/small/id_0027.png,/objects/thumbs/id_0027.png,,"Photo likely comes from Highway Crusader Homecoming, as the photograph was stored alongside an event reminder",
id_0028,,Group Roasts Hotdogs,,1965-12-11,image,A group roasts hotdogs around a campfire,Fellowship; Homecoming; Retreat,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0028.png,/objects/small/id_0028.png,/objects/thumbs/id_0028.png,,"Photo likely comes from Highway Crusader Homecoming, as the photograph was stored alongside an event reminder",
id_0029,,Date Card for Highway Homecoming,,1965-12-11,date card,"Eleanor Geisler's card that details a December 11, 1956 Highway Crusader Homecoming in Philadelphia",Fellowship; Homecoming; Retreat,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0029.png,/objects/small/id_0029.png,/objects/thumbs/id_0029.png,,,
id_0030,id_0030,Highway Home for the Aged Christmas Service,,1968-12-07,image,Fellowship of people with Christmas decorations,Fellowship; Christmas; Highway Home for the Aged,,Roberson: HWY's 100 Year Anniversary,compound_object,compound_object,/objects/id_0030.png,/objects/small/id_0030.png,/objects/thumbs/id_0030.png,,,
id_0031,id_0030,Highway Home for the Aged Christmas Service,,1968-12-07,image description,,Fellowship; Christmas; Highway Home for the Aged,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0031.png,/objects/small/id_0031.png,/objects/thumbs/id_0031.png,"""Dad Robertson, Sister Overstreet and other ladies at Highway Home for Aged Dec 7,1968""",,
id_0032,id_0032,Highway Home for the Aged Christmas Service,,1968-12-07,image,Two women seated with a table of wrapped Christmas presents,Fellowship; Christmas; Highway Home for the Aged,,Roberson: HWY's 100 Year Anniversary,compound_object,compound_object,/objects/id_0032.png,/objects/small/id_0032.png,/objects/thumbs/id_0032.png,,,
id_0033,id_0032,Highway Home for the Aged Christmas Service,,1968-12-07,image description,,Fellowship; Christmas; Highway Home for the Aged,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0033.png,/objects/small/id_0033.png,/objects/thumbs/id_0033.png,"""Mrs. Elmer Day and Mrs. H. Roberson Highway Home for the Aged Christmas Service Dec 7, 1968""",,
id_0034,,Man and Woman Seated,,1955-01-01,image,A seated man and woman smile for a photograph with flowers in the background,Portrait; Fellowship,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0034.png,/objects/small/id_0034.png,/objects/thumbs/id_0034.png,,"Photo likely from Highway Home for the Aged's 1968 Christmas Service, as the photos are placed together in their original storage",
id_0035,,Three Women Having Refreshments,,1955-01-01,image,Three women smile while picking up pastries,Fellowship,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0035.png,/objects/small/id_0035.png,/objects/thumbs/id_0035.png,,"Photo likely from Highway Home for the Aged's 1968 Christmas Service, as the photos are placed together in their original storage",
id_0036,,Women Enjoying Refreshments,,1955-01-01,image,Four women eating together,Fellowship,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0036.png,/objects/small/id_0036.png,/objects/thumbs/id_0036.png,,"Photo likely from Highway Home for the Aged's 1968 Christmas Service, as the photos are placed together in their original storage",
id_0037,id_0037,Refreshments at Highway Home for the Aged Christmas Service,,1968-12-07,image,Two women slice cakes,Fellowship; Christmas; Highway Home for the Aged,,Roberson: HWY's 100 Year Anniversary,compound_object,compound_object,/objects/id_0037.png,/objects/small/id_0037.png,/objects/thumbs/id_0037.png,,,
id_0038,id_0037,Refreshments at Highway Home for the Aged Christmas Service,,1968-12-07,image,,Fellowship; Christmas; Highway Home for the Aged,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0038.png,/objects/small/id_0038.png,/objects/thumbs/id_0038.png,"""Mrs Geisler and Mrs McClay Highway Home for Aged Christmas service Dec 7, 1968""",,
id_0039,id_0039,Woman Speaks at Highway Home for the Aged Christmas Service,,1968-12-07,image,Woman speaks at a podium,Fellowship; Christmas; Highway Home for the Aged,,Roberson: HWY's 100 Year Anniversary,compound_object,compound_object,/objects/id_0039.png,/objects/small/id_0039.png,/objects/thumbs/id_0039.png,,,
id_0040,id_0039,Woman Speaks at Highway Home for the Aged Christmas Service,,1968-12-07,image description,,Fellowship; Christmas; Highway Home for the Aged,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0040.png,/objects/small/id_0040.png,/objects/thumbs/id_0040.png,"""Mom Roberson Highway Home for Aged Christmas service Dec 7, 1968""",,
id_0041,id_0041,Pastor Roberson Speaks at Highway Home for the Aged Christmas Service,,1968-12-07,image,Pastor Roberson addresses a group of people,Fellowship; Christmas; Highway Home for the Aged,,Roberson: HWY's 100 Year Anniversary,compound_object,compound_object,/objects/id_0041.png,/objects/small/id_0041.png,/objects/thumbs/id_0041.png,,,
id_0042,id_0041,Pastor Roberson Speaks at Highway Home for the Aged Christmas Service,,1968-12-07,image description,,Fellowship; Christmas; Highway Home for the Aged,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0042.png,/objects/small/id_0042.png,/objects/thumbs/id_0042.png,"""Dad Roberson Highway Home for Aged Christmas service Dec 7, 1968""",,
id_0043,,Mission Tabernacle Gets Tailor's Estate,,1958-01-01,newspaper clipping,Newspaper clipping detailing inherited church property,Estate; Property; Will,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0043.png,/objects/small/id_0043.png,/objects/thumbs/id_0043.png,"""Mission Tabernacle Get's Tailor's Estate. The Highway Mission Tabernacle, which had its beginnings 64 yeards ago in preaching services in tge streets from a Gospel Wagon, is the chief beneficiary of a former women's tailor who died May 10 at the age of 80. Antonio Berardi, who lived at 1916 S. 22nd st. for many years, left his estate, estimated for probate purposes at $51,000, to the Tabernacle, now located at 19th and Green sts. Berardi was employed at the Blum Store for a number of years before his retirement about 12 years ago. He named John Deisher executor of his estate.""",,
id_0044,,Family Portrait,,1969-05-01,image,"A man, woman, and child outside of the building at 18th and Spring Garden Streets",Portrait; Family,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0044.png,/objects/small/id_0044.png,/objects/thumbs/id_0044.png,,,
id_0045,,Family Portrait,,1969-05-01,image,"A man, woman, child, and baby outside of the building at 18th and Spring Garden Streets",Portrait; Family,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0045.png,/objects/small/id_0045.png,/objects/thumbs/id_0045.png,,,
id_0046,,Family Portrait,,1969-05-01,image,Two older women and a man outside of the building at 18th and Spring Garden Streets,Portrait; Family,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0046.png,/objects/small/id_0046.png,/objects/thumbs/id_0046.png,,,
id_0047,,Family Portrait,,1969-05-01,image,"A man, woman, boy, and girl outside of the church at 18th and Spring Garden Streets",Portrait; Family,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0047.png,/objects/small/id_0047.png,/objects/thumbs/id_0047.png,,,
id_0048,,Family Portrait,,1969-05-01,image,A man and woman with three boys and two girls outside of the building at 18th and Spring Garden streets,Portrait; Family,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0048.png,/objects/small/id_0048.png,/objects/thumbs/id_0048.png,,,
id_0049,,Family Portrait,,1969-05-01,image,A man and a woman with a boy and a girl outside of the building at 18th and Spring Garden streets,Portrait; Family,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0049.png,/objects/small/id_0049.png,/objects/thumbs/id_0049.png,,,
id_0050,,Family Portrait,,1969-05-01,image,"A man, woman, and two boys outside of the building at 18th and Spring Garden streets",Portrait; Family,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0050.png,/objects/small/id_0050.png,/objects/thumbs/id_0050.png,,,
id_0051,,Family Portrait,,1969-05-01,image,Two boys outside of the building at 18th and Spring Garden streets,Portrait; Family,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0051.png,/objects/small/id_0051.png,/objects/thumbs/id_0051.png,,,
id_0052,,Bride Enters Her Wedding,,1969-06-01,image,A bride waits to be walked down the aisle,Wedding; Bride,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0052.png,/objects/small/id_0052.png,/objects/thumbs/id_0052.png,,,
id_0053,,Wedding Reception,,1969-06-01,image,A wedding party sits at a table with a wedding cake,Wedding; Fellowship; Family; Bride; Groom,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0053.png,/objects/small/id_0053.png,/objects/thumbs/id_0053.png,,,
id_0054,,Group in Front of Services Listing,,1955-01-01,image,"A man, woman, and baby smile in front of a sign that lists Highway's upcoming services",Portrait; Services; Family,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0054.png,/objects/small/id_0054.png,/objects/thumbs/id_0054.png,,,
id_0055,,Women Posed for Photograph,,1968-05-01,image,Two older women smile together,Portrait; Fellowship,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0055.png,/objects/small/id_0055.png,/objects/thumbs/id_0055.png,,,
id_0056,,Wedding Party,,1969-11-01,image,A bride and groom pose with their bridesmaids and groomsmen,Wedding; Portrait; Bride; Groom,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0056.png,/objects/small/id_0056.png,/objects/thumbs/id_0056.png,,,
id_0057,,Bride Exits Church,,1955-01-01,image,A bride is walked out of her wedding ceremony,Wedding; Fellowship; Bride,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0057.png,/objects/small/id_0057.png,/objects/thumbs/id_0057.png,,"Likely the same wedding as ID_0056, as the photos were originally stored together",
id_0058,,Group Poses in Front of Christmas Tree,,1955-01-01,image,Six men pose in front of a Christmas tree,Fellowship; Christmas,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0058.png,/objects/small/id_0058.png,/objects/thumbs/id_0058.png,,,
id_0059,,Roberson Family,,1973-08-01,image,The Roberson family poses with a dog,Portrait; Family,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0059.png,/objects/small/id_0059.png,/objects/thumbs/id_0059.png,,,
id_0060,,Pair Pose with Cake,,1973-03-01,image,"Man and woman pose with a cake that reads ""May the Lord of Love and Peace Be With You"" ",Portrait; Fellowship,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0060.png,/objects/small/id_0060.png,/objects/thumbs/id_0060.png,,,
id_0061,,Boy and Girl,,1973-08-01,image,A boy and girl are photographed,Portrait; Fellowship,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0061.png,/objects/small/id_0061.png,/objects/thumbs/id_0061.png,,,
id_0062,,Celebrating 200 Years of Sunday School,,1980-10-01,image,"Betty Roberson and a woman pose with a cake that reads ""200th Anniversary of the Sunday School""",Portrait; Fellowship; Sunday School,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0062.png,/objects/small/id_0062.png,/objects/thumbs/id_0062.png,,,
id_0063,,Women with Gifts,,1973-09-01,image,Two women are seated with several wrapped presents,Portrait; Fellowship,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0063.png,/objects/small/id_0063.png,/objects/thumbs/id_0063.png,,,
id_0064,,Women Fellowshipping,,1973-09-01,image,Four women seated with a young girl,Fellowship,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0064.png,/objects/small/id_0064.png,/objects/thumbs/id_0064.png,,,
id_0065,,Women Fellowshipping,,1973-09-01,image,Women seated at a celebration,Fellowship,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0065.png,/objects/small/id_0065.png,/objects/thumbs/id_0065.png,,,
id_0066,,Women Fellowshipping,,1973-09-01,image,Five women seated at a celebration,Fellowship,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0066.png,/objects/small/id_0066.png,/objects/thumbs/id_0066.png,,,
id_0067,,Women Fellowshipping with Gifts,,1973-09-01,image,Women seated with wrapped presents and streamers,Fellowship,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0067.png,/objects/small/id_0067.png,/objects/thumbs/id_0067.png,,,
id_0068,,Bride and Groom,,1974-02-01,image,A bride and groom stand in front of candles in the sanctuary at 18th and Spring Garden streets,Wedding; Portrait; Bride; Groom,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0068.png,/objects/small/id_0068.png,/objects/thumbs/id_0068.png,,,
id_0069,,Two Women Smiling,,1974-05-01,image,Two women smile arm-in-arm,Fellowship,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0069.png,/objects/small/id_0069.png,/objects/thumbs/id_0069.png,,,
id_0070,,Bride with Man,,1974-05-01,image,A bride poses with a man outside the building at 18th and Spring Garden streets,Wedding; Portrait; Bride,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0070.png,/objects/small/id_0070.png,/objects/thumbs/id_0070.png,,,
id_0071,,Bride with Man,,1974-06-01,image,A bride poses with a man,Wedding; Portrait; Bride,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0071.png,/objects/small/id_0071.png,/objects/thumbs/id_0071.png,,,
id_0072,,Pair Poses Together,,1974-06-01,image,An older man and women lock arms outside of the building at 18th and Spring Garden streets,Portrait,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0072.png,/objects/small/id_0072.png,/objects/thumbs/id_0072.png,,,
id_0073,,Men and Children Get Refreshments,,1974-09-01,image,A group congregates at an outdoor refreshments table with streamers,Fellowship,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0073.png,/objects/small/id_0073.png,/objects/thumbs/id_0073.png,,,
id_0074,,Outdoor Fellowship,,1974-09-01,image,A group speaks at an outdoor fellowship with streamers,Fellowship,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0074.png,/objects/small/id_0074.png,/objects/thumbs/id_0074.png,,,
id_0075,,Outdoor Children's Fellowship,,1974-09-01,image,A woman speaks to a group of children who are wearing leis in an outdoor wood structure decorated with streamers and a portrait of Snow White,Fellowship,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0075.png,/objects/small/id_0075.png,/objects/thumbs/id_0075.png,,,
id_0076,,Outdoor Children's Fellowship,,1974-09-01,image,Children watch as two women pie a girl with her head peeking through a sheet of fabric,Fellowship,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0076.png,/objects/small/id_0076.png,/objects/thumbs/id_0076.png,,,
id_0077,,Outdoor Children's Fellowship,,1974-09-01,image,"A group congregates outdoors for refreshments. Children are wearing leis. An outdoor wood structure has cans of shaving cream, and is decorated with streamers.",Fellowship,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0077.png,/objects/small/id_0077.png,/objects/thumbs/id_0077.png,,,
id_0078,,Women Share Refreshments,,1974-09-01,image,A group of older women are seated indoors enjoying refreshments,Fellowship,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0078.png,/objects/small/id_0078.png,/objects/thumbs/id_0078.png,,,
id_0079,,Men Fellowshipping,,1974-09-01,image,A group of men sit at picnic tables talking,Fellowship,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0079.png,/objects/small/id_0079.png,/objects/thumbs/id_0079.png,,,
id_0080,,Women Pose for Photograph,,1974-10-01,image,Five older women pose for a photograph outside,Portrait,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0080.png,/objects/small/id_0080.png,/objects/thumbs/id_0080.png,,,
id_0081,,Pastor Roberson Speaks at a Podium,,1974-10-01,image,Pastor Roberson addresses an older audience,Service,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0081.png,/objects/small/id_0081.png,/objects/thumbs/id_0081.png,,,
id_0082,,Man Speaks at a Podium,,1974-10-01,image,A man addresses an older audience,Service,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0082.png,/objects/small/id_0082.png,/objects/thumbs/id_0082.png,,,
id_0083,,Family Portrait,,1970-01-01,image,"A man, women, boy and girl pose for a portrait. Their photograph is labeled ""Bob + Arl""",Portrait; Family,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0083.png,/objects/small/id_0083.png,/objects/thumbs/id_0083.png,,,
id_0084,,Missionettes,,1955-01-01,image,Four missionettes stand on stage,Missionettes; Portrait,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0084.png,/objects/small/id_0084.png,/objects/thumbs/id_0084.png,,,
id_0085,,Missionettes,,1955-01-01,image,"Three missionettes pose with a cake reading ""Honor Stars""",Missionettes; Fellowship,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0085.png,/objects/small/id_0085.png,/objects/thumbs/id_0085.png,,,
id_0086,,Missionettes,,1955-01-01,image,Four missionettes and an adult leader stand on stage,Missionettes; Portrait,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0086.png,/objects/small/id_0086.png,/objects/thumbs/id_0086.png,,,
id_0087,,Missionettes,,1955-01-01,image,Three missionettes and an adult leader pose for a photograph,Missionettes; Portrait,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0087.png,/objects/small/id_0087.png,/objects/thumbs/id_0087.png,,,
id_0088,,Missionette,,1955-01-01,image,A missionette cuts a cake,Missionettes; Fellowship,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0088.png,/objects/small/id_0088.png,/objects/thumbs/id_0088.png,,,
id_0089,,Missionettes,,1955-01-01,image,Three missionettes pose for a portrait,Missionettes; Portrait,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0089.png,/objects/small/id_0089.png,/objects/thumbs/id_0089.png,,,
id_0090,,Missionette with Pastor Roberson,,1955-01-01,image,A missionette on stage with Pastor Roberson,Missionettes; Portrait,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0090.png,/objects/small/id_0090.png,/objects/thumbs/id_0090.png,,,
id_0091,,Missionette Reading from a Book,,1955-01-01,image,A missionette stands on stage in front of a microphone holding a book,Missionettes; Service,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0091.png,/objects/small/id_0091.png,/objects/thumbs/id_0091.png,,,
id_0092,,Missionettes,,1955-01-01,image,Three missionettes stand on stage with an adult leader,Missionettes; Service,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0092.png,/objects/small/id_0092.png,/objects/thumbs/id_0092.png,,,
id_0093,,Missionettes with Young Girls,,1973-05-01,image,Adult missionette leaders stand with young girls,Missionettes; Portrait,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0093.png,/objects/small/id_0093.png,/objects/thumbs/id_0093.png,,,
id_0094,,Leading Youth Service,,1955-01-01,image,Adult leaders lead worship for a child audience,Service; Worship; Vacation Bible School; Sunday School; Children's Ministry,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0094.png,/objects/small/id_0094.png,/objects/thumbs/id_0094.png,,,
id_0095,,Group Photo of Children,,1955-01-01,image,A group of children stand for a photograph on steps in front of a red door,Portrait,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0095.png,/objects/small/id_0095.png,/objects/thumbs/id_0095.png,,,
id_0096,,Group Photo of Children,,1955-01-01,image,A group of children stand for a photograph on steps in front of a red door,Portrait,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0096.png,/objects/small/id_0096.png,/objects/thumbs/id_0096.png,,,
id_0097,,Children in Play Armor,,1955-01-01,image,Children decorated with armor and weapons made of aluminum foil,Portrait; Children's Ministry,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0097.png,/objects/small/id_0097.png,/objects/thumbs/id_0097.png,,,
id_0098,,Missionettes Performing,,1955-01-01,image,Missionettes perform on sanctuary stage,Missionettes; Service; Worship,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0098.png,/objects/small/id_0098.png,/objects/thumbs/id_0098.png,,,
id_0099,,Missionettes with Cake,,1955-01-01,image,"Missionettes pose with a cake reading ""Honor Stars""",Missionettes; Fellowship,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0099.png,/objects/small/id_0099.png,/objects/thumbs/id_0099.png,,,
id_0100,,Young Girls Perform,,1955-01-01,image,Two young girls perform on sanctuary stage,Children's Ministry; Service; Worship,,Roberson: HWY's 100 Year Anniversary,image/png,image,/objects/id_0100.png,/objects/small/id_0100.png,/objects/thumbs/id_0100.png,,,
